text,label
I will contact the authorities for this harassment.,High Risk
Kindly attach the file? Thanks.,Safe
The shipment is late. I want a refund.,Medium Risk
Your service stopped working. cancel this immediately.,Medium Risk
Can you schedule a call? Thank you.,Safe
The product has not arrived. I want a refund.,Medium Risk
This is a criminal operation! I will file a lawsuit.,High Risk
You are thieves! My lawyer will sue you.,High Risk
This is illegal. file a lawsuit!,High Risk
send the invoice is done. Cheers.,Safe
This is unacceptable. contact the authorities!,High Risk
I would like to send the invoice? Best regards.,Safe
This is unacceptable. file a lawsuit!,High Risk
The shipment has not arrived and I am frustrated.,Medium Risk
This is a criminal operation! I will expose your scam.,High Risk
I will contact the authorities due to your gross negligence.,High Risk
The shipment is late. where is my money?.,Medium Risk
This is illegal. file a lawsuit!,High Risk
The product has not arrived. cancel this immediately.,Medium Risk
My refund stopped working and I am frustrated.,Medium Risk
The shipment has not arrived. I want a refund.,Medium Risk
The product is defective. cancel this immediately.,Medium Risk
I am going to file a lawsuit due to your gross negligence.,High Risk
You are thieves! I am going to take legal action.,High Risk
The shipment has not arrived. cancel this immediately.,Medium Risk
This is unacceptable. take legal action!,High Risk
You are scammers! I am going to contact the authorities.,High Risk
Appreciate the quick response! Kindly reset my password.,Safe
My order is late. I want a refund.,Medium Risk
The shipment stopped working. cancel this immediately.,Medium Risk
We intend to file a lawsuit for this harassment.,High Risk
send the invoice is done. Thanks.,Safe
Thanks for the help! Just wanted to attach the file.,Safe
We intend to contact the authorities for this mess.,High Risk
Expect to report this to the police for this harassment.,High Risk
The product has not arrived and I am very disappointed.,Medium Risk
I demand to take legal action for this harassment.,High Risk
The shipment stopped working. where is my money?.,Medium Risk
My refund has not arrived I am not happy.,Medium Risk
update the ticket is done. Thanks.,Safe
I am going to take legal action for this mess.,High Risk
The shipment is late. cancel this immediately.,Medium Risk
update the ticket is done. Thank you.,Safe
This is a criminal operation! I demand to sue you.,High Risk
The product is missing. where is my money?.,Medium Risk
Your service stopped working. cancel this immediately.,Medium Risk
This is fraud. report this to the police!,High Risk
This is illegal. expose your scam!,High Risk
attach the file is done. Thanks.,Safe
This is unacceptable. take legal action!,High Risk
I will file a lawsuit due to your gross negligence.,High Risk
Great job! Can you send the invoice.,Safe
This is fraud. expose your scam!,High Risk
Please update the ticket? Best regards.,Safe
My refund stopped working. where is my money?.,Medium Risk
This is fraud. file a lawsuit!,High Risk
Your service is defective. where is my money?.,Medium Risk
This is fraud. file a lawsuit!,High Risk
This is illegal. expose your scam!,High Risk
Can you reset my password? Cheers.,Safe
We intend to expose your scam because of this fraud.,High Risk
Could you attach the file? Thank you.,Safe
My order is missing I am not happy.,Medium Risk
confirm the meeting is done. Cheers.,Safe
The shipment has not arrived I am not happy.,Medium Risk
Please confirm the meeting? Cheers.,Safe
Great job! Please send the invoice.,Safe
This is unacceptable. report this to the police!,High Risk
Kindly update the ticket? Best regards.,Safe
This is unacceptable. take legal action!,High Risk
Please reset my password? Thank you.,Safe
We intend to contact the authorities due to your gross negligence.,High Risk
Could you attach the file? Looking forward to it.,Safe
My order stopped working I am not happy.,Medium Risk
The product is missing. I want a refund.,Medium Risk
Service was excellent! Can you schedule a call.,Safe
Expect to contact the authorities for this harassment.,High Risk
The product is late. I want a refund.,Medium Risk
Please confirm the meeting? Thank you.,Safe
You are thieves! Expect to contact the authorities.,High Risk
My order is broken. cancel this immediately.,Medium Risk
The product has not arrived. where is my money?.,Medium Risk
This is unacceptable. report this to the police!,High Risk
You are thieves! I will report this to the police.,High Risk
You people are useless idiots! I am going to sue you.,High Risk
Your service is broken please fix this.,Medium Risk
Thanks for the help! Please reset my password.,Safe
The shipment is missing. I want a refund.,Medium Risk
update the ticket is done. Looking forward to it.,Safe
My refund has not arrived I am not happy.,Medium Risk
My refund is broken which is annoying.,Medium Risk
My order stopped working. I want a refund.,Medium Risk
We intend to contact the authorities for this mess.,High Risk
You people are useless idiots! I will file a lawsuit.,High Risk
I demand to sue you for stealing my data.,High Risk
You people are useless idiots! We intend to expose your scam.,High Risk
The product is late I am not happy.,Medium Risk
confirm the meeting is done. Thanks.,Safe
Could you confirm the meeting? Looking forward to it.,Safe
This is unacceptable. sue you!,High Risk
My refund stopped working. where is my money?.,Medium Risk
Expect to expose your scam for this harassment.,High Risk
Kindly send the invoice? Best regards.,Safe
My refund stopped working and I am frustrated.,Medium Risk
attach the file is done. Thank you.,Safe
My order is missing. cancel this immediately.,Medium Risk
I demand to contact the authorities for this mess.,High Risk
Worst company ever! We intend to report this to the police.,High Risk
My order is late. where is my money?.,Medium Risk
The product has not arrived and I am very disappointed.,Medium Risk
This is fraud. file a lawsuit!,High Risk
Expect to report this to the police for stealing my data.,High Risk
Service was excellent! Could you send the invoice.,Safe
I will file a lawsuit for stealing my data.,High Risk
send the invoice is done. Cheers.,Safe
Your service has not arrived. cancel this immediately.,Medium Risk
Could you confirm the meeting? Looking forward to it.,Safe
I am going to sue you for this harassment.,High Risk
Thanks for the help! I would like to schedule a call.,Safe
send the invoice is done. Cheers.,Safe
My refund is broken which is annoying.,Medium Risk
Your service is missing. send me a replacement.,Medium Risk
update the ticket is done. Thanks.,Safe
My order is broken. cancel this immediately.,Medium Risk
You people are useless idiots! I am going to contact the authorities.,High Risk
The shipment is late. I want a refund.,Medium Risk
This is fraud. sue you!,High Risk
I am going to contact the authorities for stealing my data.,High Risk
This is illegal. report this to the police!,High Risk
Your service is missing. cancel this immediately.,Medium Risk
Appreciate the quick response! Could you attach the file.,Safe
I will file a lawsuit for stealing my data.,High Risk
Great job! Just wanted to update the ticket.,Safe
This is unacceptable. contact the authorities!,High Risk
I will sue you for this mess.,High Risk
Expect to sue you due to your gross negligence.,High Risk
This is illegal. sue you!,High Risk
This is illegal. expose your scam!,High Risk
My order is late and I am frustrated.,Medium Risk
The shipment is late which is annoying.,Medium Risk
Great job! Please confirm the meeting.,Safe
The product is late and I am very disappointed.,Medium Risk
confirm the meeting is done. Thanks.,Safe
Service was excellent! Just wanted to reset my password.,Safe
You people are useless idiots! I am going to sue you.,High Risk
Your service has not arrived which is annoying.,Medium Risk
My order is defective. send me a replacement.,Medium Risk
Your service is broken. cancel this immediately.,Medium Risk
This is unacceptable. contact the authorities!,High Risk
This is illegal. file a lawsuit!,High Risk
Appreciate the quick response! Could you update the ticket.,Safe
This is illegal. file a lawsuit!,High Risk
I will take legal action for this mess.,High Risk
This is illegal. sue you!,High Risk
Appreciate the quick response! Please update the ticket.,Safe
Please update the ticket? Thank you.,Safe
reset my password is done. Best regards.,Safe
The shipment is broken which is annoying.,Medium Risk
My order has not arrived and I am frustrated.,Medium Risk
Your service is defective. cancel this immediately.,Medium Risk
The product has not arrived which is annoying.,Medium Risk
The product has not arrived. send me a replacement.,Medium Risk
The shipment is broken. cancel this immediately.,Medium Risk
The product is missing and I am frustrated.,Medium Risk
Thanks for the help! I would like to reset my password.,Safe
Can you update the ticket? Looking forward to it.,Safe
My order is broken please fix this.,Medium Risk
schedule a call is done. Cheers.,Safe
The shipment is defective and I am very disappointed.,Medium Risk
send the invoice is done. Cheers.,Safe
This is fraud. contact the authorities!,High Risk
Your service is defective. where is my money?.,Medium Risk
You are thieves! We intend to take legal action.,High Risk
My refund is defective. send me a replacement.,Medium Risk
Great job! I would like to confirm the meeting.,Safe
My lawyer will take legal action because of this fraud.,High Risk
Service was excellent! I would like to schedule a call.,Safe
This is a criminal operation! I will contact the authorities.,High Risk
We intend to report this to the police for this harassment.,High Risk
Your service is broken. I want a refund.,Medium Risk
The product stopped working. I want a refund.,Medium Risk
Please send the invoice? Thank you.,Safe
Your service is missing please fix this.,Medium Risk
The shipment has not arrived. where is my money?.,Medium Risk
Worst company ever! My lawyer will report this to the police.,High Risk
You are scammers! We intend to expose your scam.,High Risk
Your service stopped working please fix this.,Medium Risk
The product is broken and I am frustrated.,Medium Risk
update the ticket is done. Cheers.,Safe
Appreciate the quick response! Just wanted to confirm the meeting.,Safe
My order is missing. I want a refund.,Medium Risk
You people are useless idiots! I will file a lawsuit.,High Risk
I will take legal action because of this fraud.,High Risk
This is a criminal operation! I will sue you.,High Risk
Service was excellent! I would like to reset my password.,Safe
This is a criminal operation! I am going to file a lawsuit.,High Risk
Worst company ever! I will contact the authorities.,High Risk
My lawyer will contact the authorities for stealing my data.,High Risk
We intend to contact the authorities due to your gross negligence.,High Risk
The shipment is late please fix this.,Medium Risk
My order stopped working and I am very disappointed.,Medium Risk
I would like to schedule a call? Thank you.,Safe
Worst company ever! Expect to sue you.,High Risk
attach the file is done. Thanks.,Safe
This is fraud. report this to the police!,High Risk
attach the file is done. Best regards.,Safe
You are scammers! I am going to file a lawsuit.,High Risk
My refund is defective. cancel this immediately.,Medium Risk
You are scammers! I will report this to the police.,High Risk
We intend to file a lawsuit for this harassment.,High Risk
My order is defective I am not happy.,Medium Risk
This is illegal. expose your scam!,High Risk
My refund is missing please fix this.,Medium Risk
Can you send the invoice? Cheers.,Safe
This is fraud. report this to the police!,High Risk
This is unacceptable. contact the authorities!,High Risk
Your service is late. send me a replacement.,Medium Risk
Just wanted to attach the file? Best regards.,Safe
My order is late. cancel this immediately.,Medium Risk
You are scammers! Expect to report this to the police.,High Risk
schedule a call is done. Cheers.,Safe
Can you schedule a call? Looking forward to it.,Safe
I demand to report this to the police for this mess.,High Risk
The product is late I am not happy.,Medium Risk
You people are useless idiots! We intend to take legal action.,High Risk
Expect to contact the authorities due to your gross negligence.,High Risk
Your service is late. send me a replacement.,Medium Risk
Service was excellent! Could you send the invoice.,Safe
Thanks for the help! Please confirm the meeting.,Safe
You people are useless idiots! Expect to expose your scam.,High Risk
My refund is late. I want a refund.,Medium Risk
I would like to confirm the meeting? Thank you.,Safe
I demand to report this to the police due to your gross negligence.,High Risk
This is fraud. take legal action!,High Risk
confirm the meeting is done. Thanks.,Safe
Thanks for the help! Just wanted to update the ticket.,Safe
My refund is missing. cancel this immediately.,Medium Risk
The product is defective please fix this.,Medium Risk
This is illegal. take legal action!,High Risk
My refund stopped working. where is my money?.,Medium Risk
I demand to expose your scam due to your gross negligence.,High Risk
I would like to schedule a call? Best regards.,Safe
Your service is missing and I am very disappointed.,Medium Risk
This is illegal. contact the authorities!,High Risk
Can you schedule a call? Looking forward to it.,Safe
This is illegal. expose your scam!,High Risk
This is illegal. report this to the police!,High Risk
Great job! Please confirm the meeting.,Safe
This is illegal. sue you!,High Risk
We intend to sue you due to your gross negligence.,High Risk
I would like to send the invoice? Cheers.,Safe
You are scammers! Expect to take legal action.,High Risk
Expect to expose your scam due to your gross negligence.,High Risk
send the invoice is done. Thank you.,Safe
The product is broken I am not happy.,Medium Risk
The shipment is late. where is my money?.,Medium Risk
Your service is late which is annoying.,Medium Risk
The shipment stopped working which is annoying.,Medium Risk
Appreciate the quick response! Can you update the ticket.,Safe
Thanks for the help! Please confirm the meeting.,Safe
Could you update the ticket? Best regards.,Safe
Great job! Just wanted to reset my password.,Safe
The product is defective. cancel this immediately.,Medium Risk
Your service stopped working. where is my money?.,Medium Risk
Expect to take legal action for this harassment.,High Risk
Thanks for the help! I would like to confirm the meeting.,Safe
I will take legal action because of this fraud.,High Risk
Please attach the file? Thanks.,Safe
This is unacceptable. report this to the police!,High Risk
My order is broken I am not happy.,Medium Risk
Kindly send the invoice? Looking forward to it.,Safe
The product is late. I want a refund.,Medium Risk
confirm the meeting is done. Cheers.,Safe
The shipment is late and I am frustrated.,Medium Risk
Your service is broken. send me a replacement.,Medium Risk
My order is defective. I want a refund.,Medium Risk
We intend to file a lawsuit for stealing my data.,High Risk
Your service is missing which is annoying.,Medium Risk
My order is broken and I am very disappointed.,Medium Risk
This is illegal. take legal action!,High Risk
The shipment is broken which is annoying.,Medium Risk
The shipment has not arrived please fix this.,Medium Risk
I am going to report this to the police because of this fraud.,High Risk
My refund has not arrived. I want a refund.,Medium Risk
You are scammers! My lawyer will contact the authorities.,High Risk
My refund is broken. I want a refund.,Medium Risk
I am going to sue you for stealing my data.,High Risk
reset my password is done. Thanks.,Safe
Service was excellent! Please send the invoice.,Safe
Service was excellent! Kindly update the ticket.,Safe
I would like to schedule a call? Looking forward to it.,Safe
This is illegal. file a lawsuit!,High Risk
Your service is broken. where is my money?.,Medium Risk
My lawyer will take legal action due to your gross negligence.,High Risk
The shipment is missing which is annoying.,Medium Risk
We intend to take legal action for this harassment.,High Risk
Kindly attach the file? Thanks.,Safe
Just wanted to update the ticket? Looking forward to it.,Safe
My order is missing and I am frustrated.,Medium Risk
My lawyer will take legal action for this harassment.,High Risk
This is unacceptable. file a lawsuit!,High Risk
This is fraud. sue you!,High Risk
My refund stopped working. cancel this immediately.,Medium Risk
You are thieves! I will sue you.,High Risk
The product stopped working I am not happy.,Medium Risk
This is unacceptable. sue you!,High Risk
My refund is defective. where is my money?.,Medium Risk
send the invoice is done. Thank you.,Safe
Expect to take legal action for this harassment.,High Risk
My order is missing. cancel this immediately.,Medium Risk
My lawyer will sue you because of this fraud.,High Risk
My order is late and I am very disappointed.,Medium Risk
This is fraud. contact the authorities!,High Risk
Appreciate the quick response! Kindly confirm the meeting.,Safe
I would like to confirm the meeting? Thank you.,Safe
This is illegal. file a lawsuit!,High Risk
update the ticket is done. Thank you.,Safe
Expect to report this to the police due to your gross negligence.,High Risk
The product stopped working please fix this.,Medium Risk
You are scammers! I demand to take legal action.,High Risk
Expect to take legal action for this harassment.,High Risk
I would like to schedule a call? Cheers.,Safe
attach the file is done. Thank you.,Safe
Expect to expose your scam due to your gross negligence.,High Risk
This is illegal. take legal action!,High Risk
This is unacceptable. expose your scam!,High Risk
This is fraud. expose your scam!,High Risk
update the ticket is done. Thanks.,Safe
schedule a call is done. Thank you.,Safe
My order is late and I am frustrated.,Medium Risk
I will report this to the police for this harassment.,High Risk
The product is missing. cancel this immediately.,Medium Risk
My refund has not arrived and I am very disappointed.,Medium Risk
schedule a call is done. Thank you.,Safe
This is illegal. report this to the police!,High Risk
My lawyer will sue you for this mess.,High Risk
The product stopped working. where is my money?.,Medium Risk
The shipment is late. cancel this immediately.,Medium Risk
I demand to contact the authorities for stealing my data.,High Risk
This is illegal. sue you!,High Risk
You are thieves! Expect to take legal action.,High Risk
This is unacceptable. take legal action!,High Risk
confirm the meeting is done. Thanks.,Safe
Could you send the invoice? Best regards.,Safe
This is unacceptable. report this to the police!,High Risk
My refund has not arrived I am not happy.,Medium Risk
The product stopped working. where is my money?.,Medium Risk
My refund is defective. I want a refund.,Medium Risk
The shipment is late. where is my money?.,Medium Risk
Please update the ticket? Thank you.,Safe
The product is defective. cancel this immediately.,Medium Risk
This is unacceptable. contact the authorities!,High Risk
This is fraud. file a lawsuit!,High Risk
My refund is missing which is annoying.,Medium Risk
My order has not arrived which is annoying.,Medium Risk
Thanks for the help! Can you update the ticket.,Safe
Can you send the invoice? Cheers.,Safe
I will contact the authorities for this harassment.,High Risk
I would like to send the invoice? Looking forward to it.,Safe
The shipment is broken. send me a replacement.,Medium Risk
This is unacceptable. take legal action!,High Risk
You people are useless idiots! I demand to contact the authorities.,High Risk
You are thieves! We intend to contact the authorities.,High Risk
The shipment has not arrived. where is my money?.,Medium Risk
schedule a call is done. Cheers.,Safe
I am going to expose your scam for this mess.,High Risk
Your service is defective. where is my money?.,Medium Risk
Worst company ever! We intend to expose your scam.,High Risk
The product stopped working. send me a replacement.,Medium Risk
send the invoice is done. Looking forward to it.,Safe
I will report this to the police due to your gross negligence.,High Risk
Service was excellent! Can you schedule a call.,Safe
This is unacceptable. expose your scam!,High Risk
This is illegal. contact the authorities!,High Risk
confirm the meeting is done. Cheers.,Safe
Could you send the invoice? Looking forward to it.,Safe
Expect to report this to the police because of this fraud.,High Risk
Kindly schedule a call? Thanks.,Safe
Can you schedule a call? Looking forward to it.,Safe
Could you confirm the meeting? Cheers.,Safe
I demand to contact the authorities for this mess.,High Risk
You are scammers! We intend to take legal action.,High Risk
Thanks for the help! Please confirm the meeting.,Safe
I demand to report this to the police for this harassment.,High Risk
You people are useless idiots! Expect to expose your scam.,High Risk
Just wanted to reset my password? Thanks.,Safe
attach the file is done. Thank you.,Safe
This is fraud. contact the authorities!,High Risk
We intend to sue you for this harassment.,High Risk
I am going to sue you for this mess.,High Risk
Appreciate the quick response! Please attach the file.,Safe
This is a criminal operation! I will file a lawsuit.,High Risk
Great job! Can you confirm the meeting.,Safe
Kindly attach the file? Thank you.,Safe
My lawyer will take legal action for this harassment.,High Risk
This is unacceptable. sue you!,High Risk
The shipment is late. I want a refund.,Medium Risk
I will sue you due to your gross negligence.,High Risk
My lawyer will expose your scam for this harassment.,High Risk
Your service is defective please fix this.,Medium Risk
confirm the meeting is done. Looking forward to it.,Safe
This is unacceptable. expose your scam!,High Risk
Your service is missing and I am frustrated.,Medium Risk
This is illegal. report this to the police!,High Risk
This is fraud. file a lawsuit!,High Risk
reset my password is done. Thanks.,Safe
The product has not arrived please fix this.,Medium Risk
Please attach the file? Looking forward to it.,Safe
reset my password is done. Looking forward to it.,Safe
This is fraud. file a lawsuit!,High Risk
I am going to contact the authorities because of this fraud.,High Risk
The product is defective. cancel this immediately.,Medium Risk
The product stopped working I am not happy.,Medium Risk
Appreciate the quick response! Could you schedule a call.,Safe
Expect to sue you for this harassment.,High Risk
The product is missing. I want a refund.,Medium Risk
reset my password is done. Looking forward to it.,Safe
My order has not arrived. send me a replacement.,Medium Risk
Thanks for the help! Please attach the file.,Safe
Worst company ever! I will expose your scam.,High Risk
Appreciate the quick response! Kindly schedule a call.,Safe
The product has not arrived. where is my money?.,Medium Risk
update the ticket is done. Thank you.,Safe
This is a criminal operation! I will expose your scam.,High Risk
The shipment is late please fix this.,Medium Risk
The shipment is late. where is my money?.,Medium Risk
My order has not arrived and I am frustrated.,Medium Risk
Could you send the invoice? Thanks.,Safe
attach the file is done. Thank you.,Safe
Thanks for the help! I would like to reset my password.,Safe
My refund is late. send me a replacement.,Medium Risk
The shipment is defective. cancel this immediately.,Medium Risk
My refund is late which is annoying.,Medium Risk
Worst company ever! I will file a lawsuit.,High Risk
Great job! Please update the ticket.,Safe
update the ticket is done. Thanks.,Safe
I will sue you for stealing my data.,High Risk
My order is late and I am very disappointed.,Medium Risk
Just wanted to confirm the meeting? Cheers.,Safe
I will contact the authorities for this harassment.,High Risk
Expect to report this to the police for stealing my data.,High Risk
My refund has not arrived. cancel this immediately.,Medium Risk
Just wanted to attach the file? Thanks.,Safe
The product stopped working. send me a replacement.,Medium Risk
You people are useless idiots! I will take legal action.,High Risk
The product is broken I am not happy.,Medium Risk
Appreciate the quick response! Just wanted to send the invoice.,Safe
You are scammers! Expect to sue you.,High Risk
The product stopped working which is annoying.,Medium Risk
My refund is broken. where is my money?.,Medium Risk
I would like to send the invoice? Thanks.,Safe
The shipment is broken which is annoying.,Medium Risk
The product is defective. cancel this immediately.,Medium Risk
Great job! Kindly schedule a call.,Safe
You are scammers! Expect to take legal action.,High Risk
update the ticket is done. Thanks.,Safe
This is a criminal operation! My lawyer will sue you.,High Risk
This is illegal. expose your scam!,High Risk
The product is defective and I am very disappointed.,Medium Risk
Service was excellent! Kindly reset my password.,Safe
This is fraud. file a lawsuit!,High Risk
My lawyer will take legal action due to your gross negligence.,High Risk
The shipment stopped working I am not happy.,Medium Risk
Appreciate the quick response! Could you confirm the meeting.,Safe
Expect to expose your scam due to your gross negligence.,High Risk
Great job! Please confirm the meeting.,Safe
The product is missing. where is my money?.,Medium Risk
My order is missing I am not happy.,Medium Risk
My refund has not arrived. send me a replacement.,Medium Risk
You are thieves! I am going to take legal action.,High Risk
You are scammers! My lawyer will take legal action.,High Risk
This is fraud. contact the authorities!,High Risk
schedule a call is done. Thanks.,Safe
I would like to confirm the meeting? Looking forward to it.,Safe
The shipment is broken. cancel this immediately.,Medium Risk
The shipment is late. cancel this immediately.,Medium Risk
This is fraud. contact the authorities!,High Risk
This is illegal. sue you!,High Risk
This is fraud. contact the authorities!,High Risk
My refund stopped working I am not happy.,Medium Risk
I will expose your scam for stealing my data.,High Risk
The product has not arrived and I am very disappointed.,Medium Risk
This is illegal. report this to the police!,High Risk
reset my password is done. Looking forward to it.,Safe
My order stopped working. where is my money?.,Medium Risk
Please send the invoice? Cheers.,Safe
This is illegal. sue you!,High Risk
My refund stopped working. cancel this immediately.,Medium Risk
The product is missing which is annoying.,Medium Risk
I will sue you for this mess.,High Risk
I am going to report this to the police for this mess.,High Risk
Worst company ever! We intend to report this to the police.,High Risk
My refund is broken and I am frustrated.,Medium Risk
Worst company ever! I will contact the authorities.,High Risk
This is fraud. expose your scam!,High Risk
The shipment is late. I want a refund.,Medium Risk
This is unacceptable. sue you!,High Risk
My refund has not arrived. I want a refund.,Medium Risk
My order is late which is annoying.,Medium Risk
You are scammers! Expect to report this to the police.,High Risk
Your service stopped working I am not happy.,Medium Risk
This is a criminal operation! I am going to expose your scam.,High Risk
Your service is defective and I am frustrated.,Medium Risk
The shipment is broken I am not happy.,Medium Risk
My order is broken please fix this.,Medium Risk
My refund stopped working and I am frustrated.,Medium Risk
I am going to expose your scam because of this fraud.,High Risk
You are thieves! I demand to expose your scam.,High Risk
schedule a call is done. Thanks.,Safe
reset my password is done. Thanks.,Safe
Your service stopped working and I am very disappointed.,Medium Risk
Appreciate the quick response! Kindly send the invoice.,Safe
Service was excellent! Just wanted to send the invoice.,Safe
Your service is missing. where is my money?.,Medium Risk
The shipment is broken. I want a refund.,Medium Risk
Kindly attach the file? Cheers.,Safe
This is illegal. file a lawsuit!,High Risk
Just wanted to reset my password? Thanks.,Safe
You are scammers! I am going to file a lawsuit.,High Risk
attach the file is done. Cheers.,Safe
My order has not arrived and I am frustrated.,Medium Risk
Please update the ticket? Best regards.,Safe
The product is broken. I want a refund.,Medium Risk
The product is broken and I am very disappointed.,Medium Risk
My refund is missing. where is my money?.,Medium Risk
Your service is defective I am not happy.,Medium Risk
Could you send the invoice? Thank you.,Safe
Appreciate the quick response! Just wanted to schedule a call.,Safe
schedule a call is done. Looking forward to it.,Safe
My order is defective which is annoying.,Medium Risk
Kindly schedule a call? Thanks.,Safe
Great job! Kindly attach the file.,Safe
The shipment stopped working I am not happy.,Medium Risk
This is unacceptable. contact the authorities!,High Risk
Appreciate the quick response! Kindly send the invoice.,Safe
Appreciate the quick response! Can you update the ticket.,Safe
The shipment stopped working. I want a refund.,Medium Risk
The product is missing and I am very disappointed.,Medium Risk
confirm the meeting is done. Cheers.,Safe
You people are useless idiots! I demand to take legal action.,High Risk
The product is missing I am not happy.,Medium Risk
The product is late I am not happy.,Medium Risk
Appreciate the quick response! Please update the ticket.,Safe
Your service is broken. cancel this immediately.,Medium Risk
My refund stopped working and I am very disappointed.,Medium Risk
My refund has not arrived and I am frustrated.,Medium Risk
send the invoice is done. Best regards.,Safe
Thanks for the help! I would like to update the ticket.,Safe
The product stopped working. where is my money?.,Medium Risk
This is illegal. expose your scam!,High Risk
Worst company ever! I demand to contact the authorities.,High Risk
send the invoice is done. Best regards.,Safe
Please attach the file? Best regards.,Safe
This is a criminal operation! I am going to take legal action.,High Risk
Appreciate the quick response! Can you schedule a call.,Safe
The shipment is broken I am not happy.,Medium Risk
schedule a call is done. Looking forward to it.,Safe
My order is late. where is my money?.,Medium Risk
My refund stopped working which is annoying.,Medium Risk
Expect to contact the authorities for this mess.,High Risk
This is unacceptable. take legal action!,High Risk
Worst company ever! I demand to contact the authorities.,High Risk
My lawyer will take legal action for this harassment.,High Risk
Just wanted to attach the file? Cheers.,Safe
This is fraud. take legal action!,High Risk
I will sue you for this harassment.,High Risk
You are scammers! My lawyer will contact the authorities.,High Risk
The product is broken which is annoying.,Medium Risk
Your service is defective. send me a replacement.,Medium Risk
The shipment stopped working. where is my money?.,Medium Risk
I demand to take legal action for this harassment.,High Risk
I will sue you for stealing my data.,High Risk
Appreciate the quick response! Please attach the file.,Safe
I am going to contact the authorities for stealing my data.,High Risk
Just wanted to update the ticket? Cheers.,Safe
The shipment has not arrived and I am very disappointed.,Medium Risk
send the invoice is done. Thanks.,Safe
This is unacceptable. expose your scam!,High Risk
Your service has not arrived. I want a refund.,Medium Risk
Thanks for the help! Just wanted to attach the file.,Safe
My refund has not arrived. send me a replacement.,Medium Risk
My order has not arrived please fix this.,Medium Risk
Appreciate the quick response! Could you confirm the meeting.,Safe
The product is missing please fix this.,Medium Risk
This is unacceptable. report this to the police!,High Risk
send the invoice is done. Thanks.,Safe
I am going to file a lawsuit because of this fraud.,High Risk
This is unacceptable. expose your scam!,High Risk
The shipment is missing and I am frustrated.,Medium Risk
reset my password is done. Looking forward to it.,Safe
Could you confirm the meeting? Looking forward to it.,Safe
Kindly reset my password? Thank you.,Safe
My order has not arrived which is annoying.,Medium Risk
attach the file is done. Best regards.,Safe
update the ticket is done. Cheers.,Safe
My order is late I am not happy.,Medium Risk
I will take legal action for this harassment.,High Risk
My refund is late. cancel this immediately.,Medium Risk
My lawyer will take legal action for this harassment.,High Risk
My refund is broken and I am very disappointed.,Medium Risk
Service was excellent! I would like to attach the file.,Safe
This is illegal. report this to the police!,High Risk
You people are useless idiots! We intend to contact the authorities.,High Risk
The shipment stopped working which is annoying.,Medium Risk
This is illegal. sue you!,High Risk
Your service is defective. send me a replacement.,Medium Risk
Kindly reset my password? Looking forward to it.,Safe
The shipment stopped working. I want a refund.,Medium Risk
Your service stopped working which is annoying.,Medium Risk
This is illegal. report this to the police!,High Risk
Service was excellent! Could you reset my password.,Safe
I am going to report this to the police because of this fraud.,High Risk
Worst company ever! I will sue you.,High Risk
You people are useless idiots! I demand to expose your scam.,High Risk
My refund stopped working which is annoying.,Medium Risk
Great job! Could you confirm the meeting.,Safe
attach the file is done. Looking forward to it.,Safe
The shipment is defective please fix this.,Medium Risk
My order is missing. where is my money?.,Medium Risk
reset my password is done. Looking forward to it.,Safe
Can you confirm the meeting? Looking forward to it.,Safe
Expect to report this to the police for this mess.,High Risk
This is illegal. report this to the police!,High Risk
Your service stopped working. cancel this immediately.,Medium Risk
This is unacceptable. file a lawsuit!,High Risk
Just wanted to reset my password? Looking forward to it.,Safe
Just wanted to reset my password? Thank you.,Safe
My order has not arrived. cancel this immediately.,Medium Risk
send the invoice is done. Thanks.,Safe
The product has not arrived which is annoying.,Medium Risk
Please reset my password? Looking forward to it.,Safe
You people are useless idiots! My lawyer will contact the authorities.,High Risk
I would like to schedule a call? Cheers.,Safe
schedule a call is done. Looking forward to it.,Safe
This is fraud. sue you!,High Risk
This is illegal. report this to the police!,High Risk
Can you attach the file? Best regards.,Safe
This is unacceptable. expose your scam!,High Risk
My refund is missing and I am frustrated.,Medium Risk
The product has not arrived I am not happy.,Medium Risk
send the invoice is done. Thank you.,Safe
This is unacceptable. contact the authorities!,High Risk
schedule a call is done. Cheers.,Safe
I will take legal action for stealing my data.,High Risk
My order is missing I am not happy.,Medium Risk
Thanks for the help! I would like to update the ticket.,Safe
Your service has not arrived and I am very disappointed.,Medium Risk
We intend to report this to the police for this harassment.,High Risk
Great job! Can you send the invoice.,Safe
Can you update the ticket? Best regards.,Safe
My refund stopped working. cancel this immediately.,Medium Risk
This is unacceptable. contact the authorities!,High Risk
This is illegal. contact the authorities!,High Risk
Could you update the ticket? Thank you.,Safe
Appreciate the quick response! Just wanted to reset my password.,Safe
schedule a call is done. Cheers.,Safe
This is unacceptable. contact the authorities!,High Risk
This is illegal. file a lawsuit!,High Risk
This is unacceptable. sue you!,High Risk
Could you reset my password? Looking forward to it.,Safe
I would like to schedule a call? Looking forward to it.,Safe
My order is late and I am frustrated.,Medium Risk
This is unacceptable. expose your scam!,High Risk
Your service is missing. cancel this immediately.,Medium Risk
This is fraud. take legal action!,High Risk
My refund is broken. send me a replacement.,Medium Risk
The product stopped working. send me a replacement.,Medium Risk
Worst company ever! Expect to expose your scam.,High Risk
Could you confirm the meeting? Thank you.,Safe
